# Original Entry By: Andrew Maitland
# Entry Date: Feb 2013

# COMMENT: Bite Secondary?
Adaro	SOURCEPAGE:p.7
0 (at will)-acid splash, daze (DC 14), detect magic, light,
mage hand, open/close, read magic
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 20, Dex 23, Con 20, Int 11, Wis 17, Cha 18
Base Atk +6
CMB +12
CMD 28 (can't be tripped)
Feats Combat CaSting, Eschew MaterialsB, Lightning Reflexes,
Skill Focus (Perception), Skill Focus (Stealth)
Skills Bluff +8, Knowledge (local) +4, Perception +17,
Spellcraft +11, Stealth +16, Swim +13
	AUTO:LANG|Aquan, Common
SQ amphibious
ECOLOGY
Environment temperate water
Organization solitary, pair, or nest (3-4)
Treasure standard
SPECIAL ABILITIES
Poison (Ex) Bite-injury
save Fort DC 19
frequency 1/round
for 6 rounds
effect 1d2 Con damage
cure 2 saves.
Spells A water naga casts spells as a 7th-level sorcerer.
With mottled scales of blue and green, water nagas'
serpentine beauty belies their deadliness. Although
doubtlessly intelligent, these nagas have more in
common with normal snakes than most of their
kind, preferring to be left to their own devices and
lashing out at any creatures that would disturb
them. A typical water naga measures 10 feet long
and weighs 250 pounds.
Where many nagas claim particular lairs
as their homes, water nagas typically have a
number of retreats, migrating from one to the
next with the changing of the seasons. These nagas
keep elaborate summer and winter lairs, with several
favored shelters positioned between these so they can
make a circuit of familiar rivers and coasts throughout
the year. Fiercely territorial when it comes to their lairs,
water nagas typically attack any that intrude upon their
sanctuaries, only bothering to question interlopers once
such creatures have been weakened by poison, if at all.
As their yearly treks make many water nagas especially
well traveled, those who live near the serpents' lairs-
usually lizardfolk, fey, and human tribes-often court
the snake creatures' good graces with offerings of rich
local delicacies, hoping to learn of nearby lands and
pass on their own stories to distant neighbors. Enjoying
f lattery, exciting tales, and the adoration of those they see
as lesser creatures, most water nagas take pride in their
roles as travelers. However, while rarely malicious, they
quickly grow bored of repetitive, mundane anecdotes
and often embellish the stories they've heard with their
own fictions-caring little for the repercussions such
misleading tales might cause for their listeners. The
congeniality of some water nagas does not extend to the
entire race, and many unwary souls, even those with
only the best intentions, face these serpentine creatures'
deadly Bite.
199
Illustration by Nicholas Cloister
Naga, Royal-Naga, Water
Nephilim
The strength and stature of this giant-sized human is matched
only by the nobility of its bearing.
NEPHILIM
	CR:8
	XP:4,800
	KIT:1|TN
	SIZE:L
	RACETYPE:Outsider
 (native)
	VISION:Darkvision (60')
Perception +17
DEFENSE
		BONUS:COMBAT|AC|
22, touch 11, flat-footed 20 (+6 armor, +2 Dex, +5|TYPE=NaturalArmor, -1 size)
	MONSTERCLASS::
104 (11d10+44)
Fort +13, Ref +5, Will +10
+2 vs. fear and sorrow effects
Defensive Abilities soul of sorrow
	DR:10/magic
Resist cold 10,
fire 10
	SR:19
OFFENSE
	MOVE:Walk,30 ft.

	NATURALATTACKS:,Natural.Melee.Weapon,*,
+1 longsword +18/+13/+8 (2d6+11/17-20) or
2 Slams +17 (1d6+7)
Ranged mwk spear +13/+8/+3 (2d6+7/?3)
	FACE:10
	REACH:10

	Special Attacks:crushing blow, mortal challenge
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 25, Dex 15, Con 18, Int 14, Wis 16, Cha 17
Base Atk +11
CMB +19 (+23 sunder);
CMD 31 (33 vs. sunder)
Feats EnduranceB, Great FortitudeB,
Greater Sunder, Improved
Critical (longsword), Improved
Lightning Reflexes,
Improved Sunder, Power
Attack, Quick Draw
Skills Bluff +12, Climb +13,
Diplomacy +17, Intimidate +17,
Knowledge (geography,
planes) +11, Perception +17,
Sense Motive +17, Stealth +9,
Survival +12
ECOLOGY
Environment warm hills
Organization solitary, pair, or
tribe (3-8)
Treasure double (masterwork
breastplate, +1 longsword,
4 masterwork spears,
other treasure)
SPECIAL ABILITIES
Crushing Blow (Ex)
When a nephilim makes
a successful critical hit with a melee
attack, the target must make a DC 22
Fortitude save or take an additional
3d6 points of nonlethal damage and
be staggered for 1 round. The save DC is Strength-based.
Mortal Challenge (Su) When a nephilim spends a standard
action to roar a battle challenge, all humanoids and

	RACETYPE:Monstrous Humanoid
	s within 100 feet of the nephilim
must make a DC 18 Will save to avoid becoming frightened
for 5d6 rounds. On a successful save, the creatures only
become shaken for that time. Creatures with more HD
than the nephilim become shaken if they fail their save, and
suffer no effect if they succeed. A creature that succeeds at
the save is immune to that nephilim's mortal challenge for
24 hours. This is a mind-affecting fear effect. The save DC
is Charisma-based.
Soul of Sorrow (Ex) A nephilim gains a +2 bonus on Will saves
against fear effects and any effect that causes sorrow.
The nephilim are the offspring of demigods who bred
with humans. This joining resulted in a race of giant-sized
beings possessed of a shard of divine power and the
mortal consciousness of humans. A nephilim stands 11
feet tall and weighs 1,100 pounds. Its divine heritage
grants it a lifespan of almost 600 years.
Nephilim are a nomadic, secretive race. This
isolationism has only heightened
the wild tales surrounding them,
making it even harder for other
races to trust them. While the
ancient animosity humans once
had against them has been largely
forgotten, zealots occasionally
try to mount pogroms
and crusades to wipe the
nephilim out forever. The
nephilim have proven
strikingly resistant to
these efforts.
200
Illustration by Jason Engle
Nixie
This green-skinned fey has webbed hands and feet. Its hair is the
color of seaweed, and is decorated with shells.
NIXIE
	CR:1
	XP:400
	KIT:1|TN
	SIZE:S
	fey	RACESUBTYPE:Aquatic
	
	VISION:Low-Light Vision
Perception +6
DEFENSE
		BONUS:COMBAT|AC|
14, touch 14, flat-footed 11 (+3 Dex, +1 size)
	MONSTERCLASS::
9 (2d6+2)
Fort +1, Ref +6, Will +4
	DR:5/cold iron
	SR:12
OFFENSE
	MOVE:Walk,20,Swim,30 ft.

	NATURALATTACKS:,Natural.Melee.Weapon,*,
short sword +5 (1d4-2/19-20)
Ranged light crossbow +5 (1d6/19-20)
Spell-Like Abilities (CL 6th
concentration +10)
3/day-charm person (DC 15)
1/day-water breathing (CL 12th)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 7, Dex 16, Con 13, Int 12, Wis 13, Cha 18
Base Atk +1
CMB -2
CMD 11
Feats Weapon Finesse
Skills Bluff +9, Craft (any one) +5, Escape Artist +8, Handle
Animal +6, Perception +6, Perform (sing) +8, Sense Motive +5,
Stealth +12, Swim +10
	AUTO:LANG|Aquan, Sylvan
SQ amphibious, wild empathy +12
ECOLOGY
Environment temperate water
Organization gang (2-4), band (6-11), or tribe (20-80)
Treasure standard (light crossbow with 20 bolts, short sword,
other treasure)
SPECIAL ABILITIES
Wild Empathy (Ex) This ability works like the druid ability of
the same name. The nixie's total includes a +8 racial bonus
on wild empathy checks.
Nixies are guardians of ponds, rivers, lakes, and
springs. They prefer dwelling in idyllic places,
which they protect from the depredations of
predators and careless humanoids. While this
often involves confusing enemies and driving
foes away, nixies are not afraid of spilling
blood to protect their homes-though they
prefer not to resort to such means unless
completely necessary. Nixies are 4 feet tall
and rarely weigh more than 45 pounds.
Nixies avoid combat if possible, using
charm person to lead humanoids away from
their lairs. They sometimes use this ability
to enslave people to act as protectors or help with a task
that is simply too big for them to deal with. They cast water
breathing on charmed creatures helping with tasks below
the surface. Nixies are reclusive and prefer to keep their
presence hidden. They make lairs underwater, forming
small communities if their numbers are great enough.
Legends speak of a secret nixie kingdom at the bottom of a
great lake, but no one has yet confirmed its location.
BOG NIXIES
In some lands, nixies are evil creatures who lead folk to
drown in their waters, either by captivating their targets
with song or by assuming the form of an animal or
humanoid and tricking a hunter or explorer into dangerous
waters. These evil nixies prefer dwelling in festering
swamps or blighted fens, and are typically known as bog
nixies. The fact that a bog nixie can grant minor wishes,
ironically, only increases their opportunities for evil, as
brave or foolish explorers deliberately seek them out.
A bog nixie is a neutral evil nixie with the advanced
creature template who has the following additional
powers. A bog nixie's
	CR:is +2 higher than a normal nixie's.
Captivating Song (Su): This works like the harpy ability
of the same name. The save DC is Charisma-based.
Change Shape (Su): This works as polymorph, and allows
the bog nixie to assume the form of any
	SIZE:S
	or Medium
aquatic animal or humanoid.
Minor Wish (Sp): Once per day, a bog
nixie can create a magical effect in
exchange for a gift or service from
a humanoid. The power of this
"wish" is no greater than what can
be done with a 3rd-level spell.
201
Illustration by Concept Art House
Nephilim-Nixie
Norn
This towering, stern woman wears her long blonde hair in braids.
She carries a reel of golden thread and a pair of shears.
NORN
	CR:18
	XP:153,600
	KIT:1|LN
	SIZE:L
	fey
Init +16
	VISION:all-around vision, blindsight 120 ft., low-light
vision, greater arcane sight, true seeing
Perception +30
DEFENSE
		BONUS:COMBAT|AC|
33, touch 21, flat-footed 31 (+7 armor, +2 Dex, +10 insight,
+5|TYPE=NaturalArmor, -1 size)
	MONSTERCLASS::
270 (20d6+200)
regeneration 10 (cold iron)
Fort +18, Ref +18, Will +21
Defensive Abilities death ward, fated, foresight, mind blank,
never surprised or flat-footed
	DR:15/cold iron
Immune
cold
Resist acid 30, electricity 30, fire 30
	SR:29
OFFENSE
	MOVE:Walk,40 ft. (30 ft. with armor)

	NATURALATTACKS:,Natural.Melee.Weapon,*,
shears +21/+21/+16 (1d8+12/15-20 plus energy drain),
touch +11 (energy drain)
	FACE:10
	REACH:10

	Special Attacks:energy drain (2 levels, DC 30), shift fate, snip thread
Spell-Like Abilities (CL 18th
concentration +28)
Constant-death ward, foresight, greater arcane sight, mind
blank, tongues, true seeing
At will-bestow curse (DC 23), divination, greater dispel
magic, geas/quest, vision, wind walk (self only)
1/day-maze, moment of prescience, quickened phantasmal
killer (DC 24), power word kill, time stop, weird (DC 29)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 25, Dex 14, Con 30, Int 21, Wis 24, Cha 31
Base Atk +10
CMB +18
CMD 30
Feats Combat Expertise, Combat Reflexes, DiehardB, Great
Fortitude, Improved Great Fortitude, Improved Initiative,
Improved Iron Will, Improved Lightning Reflexes, Iron Will,
Lightning Reflexes, Quicken Spell-Like Ability (phantasmal killer)
Skills Bluff +23, Craft (cloth) +18, Heal +12, Intimidate +30,
Knowledge (all) +25, Perception +30, Perform (oratory) +18,
Sense Motive +30, Use Magic Device +23
	AUTO:LANG|Common, Giant, Sylvan
tongues
SQ change shape (humanoid
alter self or giant form II)
ECOLOGY
Environment cold mountains
Organization solitary, pair, or trio
Treasure double (+3 hide armor, shears, golden thread worth
500 gp, other treasure)
SPECIAL ABILITIES
Fated (Su) A norn adds her Charisma modifier as an insight
bonus to 		BONUS:COMBAT|AC|
and on initiative checks.
Shears (Su) A norn's shears function as a +5 mithral keen speed
scimitar, but only for a norn.
Shift Fate (Su) As an immediate action, a norn can force any one
target within 120 feet to reroll a saving throw-this ability
must be used immediately after the saving throw is rolled,
and the target must abide by the result of this second roll.
Snip Thread (Su) As a standard action up to three times per day
but no more often than once every 1d4 rounds, a norn may
produce a golden thread linked to a creature's fate and then
attempt to snip it short with her shears. The target creature
must be within 120 feet and in the norn's line of sight. The
target immediately takes 20d6 points of damage (Fortitude DC
30 for half). If the target dies from this damage, the norn has
cut through the thread-in this case, the target may only be
restored to life via miracle, wish, or divine intervention. This is a
death effect. The Save DC is Charisma-based.
Ancient beyond imagining, the norns are a race of powerful
women who hold in their hands the physical manifestation
of fate and destiny in the form of golden thread. They watch
over all life, intervening with reluctance when called upon
or with a vengeance when the strands of fate are twisted
and abused by lesser beings. Worshiped as gods by some,
the norns do little to discourage this veneration.
A norn stands 14 feet tall and weighs 800 pounds.
202
Illustration by Francesco Graziani
Nuckelavee
This skinless creature resembles a horse and its humanoid rider,
fused into a single hideous being of rage and sickness.
NUCKELAVEE
	CR:9
	XP:6,400
	KIT:1|NE
	SIZE:L
	fey	RACESUBTYPE:Aquatic
	
	VISION:Low-Light Vision
Perception +17
Aura frightful presence (30 ft., DC 20)
DEFENSE
		BONUS:COMBAT|AC|
23, touch 17, flat-footed 15 (+7 Dex, +1 dodge, +6|TYPE=NaturalArmor, -1 size)
	MONSTERCLASS::
104 (11d6+66)
Fort +9, Ref +16, Will +10
	DR:10/cold iron
Immune disease, poison
OFFENSE
	MOVE:Walk,50,Swim,50 ft.

	NATURALATTACKS:,Natural.Melee.Weapon,*,
mwk longsword +11 (1d8+9/19-20), Bite +10 (1d8+6 plus
disease), 2 hooves +5 (1d6+3 plus disease)
	FACE:10
	REACH:5

	Special Attacks:breath weapon (30-ft. cone, 10d6 damage plus
disease, Reflex DC 21 for half, usable every 1d4 rounds),
trample (1d6+7, DC 21)
Spell-Like Abilities (CL 9th
concentration +14)
3/day-control water, diminish plants, obscuring mist
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 22, Dex 24, Con 22, Int 13, Wis 17, Cha 21
Base Atk +5
CMB +12
CMD 30 (34 vs. trip)
Feats Dodge, Lightning Reflexes,
Lightning Stance, Mobility,
Spring Attack,
Wind Stance
Skills Acrobatics
+21 (+29 when
jumping),
Escape Artist +21,
Intimidate +16,
Knowledge (nature)
+15, Perception +17,
Stealth +17, Swim +28
	AUTO:LANG|Aklo, Common,
Sylvan
SQ amphibious, undersized weapons
ECOLOGY
Environment cold swamps or coastlines
Organization solitary
Treasure standard (masterwork longsword, other treasure)
SPECIAL ABILITIES
Breath Weapon (Su) A nuckelavee's breath weapon is a
cone of withering foulness that causes painful welts,
cramps, and bleeding, and only harms living creatures-
this damage bypasses all energy resistance and damage
reduction. Non-creature plants in the area are affected as if by
a blight spell. Any creature that fails its Reflex save against the
breath weapon must make a DC 21 Fortitude save or contract
mortasheen (see below). The save DC is Constitution-based.
Disease (Su) Mortasheen: Contact
save Fort DC 21
frequency
1/day
effect 1d4 Con and target is fatigued
cure 2 consecutive
saves. Animals take a -2 penalty on their saves against this
disease. The save DC is Constitution-based.
The dreaded nuckelavee is a manifestation of pollution and
filth, be it the natural decay of a red tide or the intrusive
pollution of sewage and other urban waste. A nuckelavee
is a living irony-a carrier of disease and a spreader of
corruption that unleashes its wrath against other sources
that bring corruption into the world. The corruption
spread by nuckelavees only serves to further their own
sense of self-loathing and overall rage. While nuckelavees
might, incidentally, carry out vengeance for the victims
of such pollution, defending the denizens of their rivers,
swamps, and bogs is not their primary drive, for they revel
in inf licting the very corruption they hate and enjoy little
more than watching their enemies sicken and die.
Folktales tell of talismans to carry-fetishes of seaweed
garlands, horsehair soaked in brine, or vials of
sanctified seawater-or of prayers to recite to ward
away nuckelavees or convince them
the bearer is innocent. In truth,
however, these old solutions
offer no protection from the
vile plague-bearers.
A nuckelavee is the same
size as a horse.
203
Illustration by Scott Purdy
Norn-Nuckelavee
Nue
Materializing out of a noxious black cloud, this beast has the head
of a fanged monkey and the body of a tiger with a viper as a tail.
NUE
	CR:10
	XP:9,600
	KIT:1|NE
	SIZE:L
	
	RACETYPE:Magical Beast
	
	VISION:Darkvision (60')|Low-Light Vision
Perception +10
DEFENSE
		BONUS:COMBAT|AC|
24, touch 15, flat-footed 18 (+5 Dex, +1 dodge, +9|TYPE=NaturalArmor,
-1 size)
	MONSTERCLASS::
126 (12d10+60)
Fort +13, Ref +13, Will +7
OFFENSE
	MOVE:Walk,30 ft.

	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +17 (2d6+6 plus energy drain), Bite +17 (1d4+6 plus
poison), 2 Claws +17 (1d6+6)
	FACE:10
	REACH:10

	Special Attacks:energy drain (2 levels, DC 16), pounce
Spell-Like Abilities (CL 12th
concentration +12)
3/day-contagion (DC 14), hold person (DC 13)
1/day-nightmare (DC 15), shout (DC 14), waves of fatigue
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 22, Dex 21, Con 20, Int 7, Wis 17, Cha 10
Base Atk +12
CMB +19
CMD 35 (39 vs. trip)
Feats Combat CaSting, Combat Reflexes, Dodge, Improved
Initiative, Mobility, Skill Focus (Stealth)
Skills Climb +13, Perception +10, Stealth +11
	AUTO:LANG|Common
SQ cloud form
ECOLOGY
Environment warm forests or
mountains
Organization solitary, pair,
or ambush (3-6)
Treasure standard
SPECIAL ABILITIES
Cloud Form (Su) A
nue can change
into the form
of a 10-foot black
cloud or back to its
normal form as a standard
action. A nue in cloud
form is otherwise
treated as if under the
effects of gaseous form, except that it
obscures vision like fog cloud.
Poison (Ex) Bite-injury
save Fort DC 21;
frequency 1/round for 6 rounds
effect
1d4 Strength damage
cure 2 consecutive
saves. The save DC is Constitution-based.
This strange creature has the body of a tiger, the head of a
fanged monkey, and a poisonous viper for a tail. Though
some call it a chimera and treat it as an exotic specimen
of that creature, it is a completely different breed of beast.
Intelligent enough to enjoy cruelty as well as inf licting
terror upon its prey, a nue delights in toying with its
victim before dealing the killing blow. Often, a nue will
select a target and plague it with nightmares before it
even attempts an act of violence, wearing down the victim
with dreadful dreams and phantasmagoric terrors. Once
its prey is thoroughly exhausted, the nue will finally
steal into the victim's sleeping chambers and engage in
combat, paralyzing its target with its magic and infecting
its prey with both disease and poison, letting the victim
writhe in pain before succumbing to death.
A nue's ghastly appearance in physical form is only
made eerier by its ability to turn into an inky cloud of
darkness. In this guise, a nue can hide amongst fog clouds
or shadows before emerging as the destructive horror it is.
By the time a nue crawls forth from the inscrutable black
cloud, its prey is often too fatigued from its strange night
terrors to defend itself. The dreams a nue impregnates
creatures' minds with varies from victim to victim, but
all share the trait of an ever-present, foreboding cloud
that exudes a fierce and palpable sense of malice.
Some legends suggest that nues are the spirits of children
warped into twisted forms to spread paranoia, exhaustion,
and fear among former friends and family. According to
these stories, such a cursed child wreaks terror upon its
friends and relatives until they are all either dead or driven
mad by fear. Then, the creature moves on, seeking more
challenging kills to sate its vicious hunger. The greatest joy
a nue can feel is snuffing the life of a oncestrong
and proud target that has been
brought low by its debilitating attacks.
A nue is 9 feet long and
weighs 600 pounds.
204
Illustration by Kieran Yanner
Oni
Oni are a race of evil spirits, native to the Material Plane,
that manifest physical bodies based upon the shapes and
desires of humanoid mortals. In pure spirit form, an oni
is nothing but a disembodied evil longing for the sins of
the f lesh. In this form, oni are harmless and invisible. The
majority of these bodiless oni were once kami who failed
their wards, or more often, who deliberately abandoned
them. As punishment, they were stripped of their ability
to form a physical body and then cast into the void. Rarely,
a mortal creature's soul can become a disembodied
oni upon death, or in even rarer cases, after a truly evil
individual has undergone a particularly vile ritual that
ends in suicide. These oni are more often destined for
positions of great power and strength than most.
Eventually, an oni's spirit manifests a physical body
on the Material Plane. The methods by which this may
occur vary, but the process generally takes place in areas
already despoiled by sin, tragedy, or cruelty. The type
of oni a spirit transforms into is inf luenced by a wide
variety of variables, ranging from the nature of what the
oni spirit was before to the location where it is reborn
into the realm of f lesh and blood. Once an oni manifests
its physical body, that body becomes its true form for
the rest of its life-all oni are shapechangers, but this
original form is the form in which they are born and the
form they revert to upon death.
An oni's true form is always similar to that of a specific
type of humanoid, save that it is always deformed and
monstrous to look upon. Tusks, additional eyes, or
strangely colored skin are common physical attributes.
Yet while they have hideous forms, all oni are capable of
changing their shape to assume forms more pleasant to
the civilized eye. The type of shapes an oni can assume
depend upon its species, but all can transform into some
form of humanoid. Oni use this ability to infiltrate
humanoid societies, either to prey upon the weak or to
rule them in disguise.
In order to understand oni, it is important to consider
that most of these beings were once spirits tasked
with protecting a material realm they now believe is
undeserving of such care and concern-indeed, the
physical world is to be dominated and consumed. They
arrive in physical form starved for sensory experience, and
never fully sate their desire to gorge on such experiences.
Most oni seek to attain positions of leadership and power,
often in the guise of a normal humanoid, in order to
secure a never-ending supply of sensory experiences. It is
also important to understand that oni's immoderation is
also motivated by their corrupted and evil natures-that
is, no pleasure is more enjoyable than one that deprives
or wounds another.
Oni retain their hatred of the kami upon reentering
the Material Plane as physical creatures, and often their
depredations and violations of the world can be directly
tied to their efforts to destroy kami or the kami's works.
Oni tend not to congregate with others of their kind,
being most comfortable in positions of leadership over
enslaved or oppressed societies populated by humanoids
they can masquerade as. Yet, at times, particularly
powerful oni abandon this mindset and instead gather to
their side entire legions of oni drawn from all types. The
oni known collectively as the yai-oni with an affinity for
true giants-are most often responsible for such actions,
and when a yai builds such an army of oni, the humanoid
lands shake with terror.
Theoretically, as many types of oni exist as there
are types of humanoids, although in reality, certain
types of oni are much more populous than others. The
ogre mage, an oni associated with ogres, is the bestknown
and most commonly encountered type of oni,
for reasons that still send scholars of oni lore into
spiraling arguments with seemingly no end. Beyond
the oni detailed on the following pages, the atamahuta
(ettins), ja noi (hobgoblins), nogitsune (kitsune), and
wind yai (cloud giants) are relatively well known. Oni
with associations to bugbears, great cyclopes, stone
giants, trolls, troglodytes, and other races exist as well.
And above even the mighty void yai there exist the oni
demigods-entities of nearly incomprehensible power
known as the oni daimyo.
Known Oni Daimyo
Countless oni stalk the world, slaking their greed and
bloodlust to the misery of humanoids. The great leaders
among the oni, beings known as daimyo, are as numerous as
the nations of the world, and all oni seek to climb the rungs
of power to become such powerful entities. The following list
includes oni daimyo that have power in ways that make them
known and feared outside their own domains. Most of these
nefarious oni command armies or control points through
which other oni can enter the world.
Akuma, the Horned King (ogre mage)
Chimon, Hunter of Blood (ogre mage)
Guyuku, the Sea Devil (water oni)
Inma, Empress of the World (void oni)
Muronna, the Dark Mother (ogre mage)
Nataka, the Red King (fire oni)
Onmyuza, Dancer in Flesh (ogre mage)
Ushitora, Keeper of the Oni Gate (void oni)
Uzumae, Daimyo of the North (kuwa oni)
Yabu, Lord of the Kazan Caldera (fire oni)
205
Nue-Oni
Oni, Fire Yai
This fanged, three-eyed giant rages in its finely crafted armor, its
skin as red as a smoldering ember.
FIRE YAI
	CR:15
	XP:51,200
	KIT:1|NE
	SIZE:L
	RACETYPE:Outsider
 (fire, giant, native, oni, shapechanger)
	VISION:Darkvision (60')|Low-Light Vision
Perception +23
DEFENSE
		BONUS:COMBAT|AC|
29, touch 10, flat-footed 28 (+8 armor, +1 Dex, +11|TYPE=NaturalArmor,
-1 size)
	MONSTERCLASS::
229 (17d10+136)
regeneration 5 (acid or cold)
Fort +18, Ref +10, Will +15
Immune fire
	SR:26
Weaknesses vulnerability to cold
OFFENSE
	MOVE:Walk,40,Fly,60 ft. (good)
30,Fly,40 ft. (good) in armor

	NATURALATTACKS:,Natural.Melee.Weapon,*,
+1 katana* +27/+22/+17/+12 (2d6+16/18-20) or
2 Slams +26 (1d10+15)
Ranged fiery missile +19 touch (4d6 fire plus burn)
	FACE:10
	REACH:10

	Special Attacks:burn (2d6, DC 26), smoke form
Spell-Like Abilities (CL 15th
concentration +17)
Constant-fly
At will-darkness, invisibility (self only), scorching ray
3/day-charm monster (DC 16), deep slumber (DC 15), fireball
(DC 15), fire shield (warm shield only), wall of fire
1/day-incendiary cloud (DC 20)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 31, Dex 16, Con 26, Int 14, Wis 17, Cha 15
Base Atk +17
CMB +28
CMD 41
Feats Cleave, Combat Reflexes, Great Cleave, Improved
Initiative, Improved Overrun, Iron Will, Lightning Reflexes,
Power Attack, Vital Strike
Skills Bluff +22, Craft (weapons) +12, Craft (armor) +12,
Diplomacy +11, Disguise +11, Fly +14, Intimidate +22,
Knowledge (arcana) +14, Perception +23, Sense Motive +23,
Spellcraft +11, Use Magic Device +14
	AUTO:LANG|Common, Giant
SQ change shape (Medium or
	SIZE:L
	humanoid
alter self or
giant form I)
ECOLOGY
Environment temperate or warm hills or mountains
Organization solitary, band (1 plus 4-8 fire giants), tribe (1
plus 20-30 fire giants), or dynasty (1 plus 2-20 other oni)
Treasure standard (+1 banded mail, +1 katana*, other treasure)
SPECIAL ABILITIES
Fiery Missile (Su) As a swift action, a fire yai can launch a bolt
of fire from its third eye. This attack has a range of 180 feet
with no range increment.
Smoke Form (Sp) As a standard action, a fire yai can turn into
a cloud of smoke. This functions like gaseous form, except
the cloud has the properties of the smoke cloud from a
pyrotechnics spell (Fort DC 26 negates the effects of the smoke
cloud). The fire yai can end this ability as a standard action.
* See Ultimate Combat.
Fire yai prefer to live in luxury-an orderly and well-built
abode is essential. Even a lone fire yai prefers to build
or inhabit a fortified stone dwelling in its territory, and
surrounds itself with as many luxuries as it can acquire.
Vain, greedy, and brutal, fire yai are the most impulsive of
their kind-several tales tell of clever heroes taunting
fire yai to act rashly. They rarely let challenges pass
uncontested and react quickly to squelch any threat
to their rule.
While many fire yai seek out tribes of fire giants to
infiltrate and rule, not all follow this compulsion. Capable
of assuming the form of many types of humanoid, some
fire yai seek to subtly invade and eventually rule entire
nations of humanoids from within.
A fire yai is 16 feet tall and weighs 7,000 pounds.
206
Illustrations by Jim Nelson
Oni, Ice Yai
This blue-skinned giant has three eyes, fangs, and Claws. Its hair
seems to be formed of delicate strands of ice.
ICE YAI
	CR:14
	XP:38,400
	KIT:1|CE
	SIZE:L
	RACETYPE:Outsider
 (cold, oni, giant, native, shapechanger)
	VISION:Darkvision (60')|Low-Light Vision
Perception +22
DEFENSE
		BONUS:COMBAT|AC|
27, touch 12, flat-footed 24 (+4 armor, +2 Dex, +1 dodge,
+11|TYPE=NaturalArmor, -1 size)
	MONSTERCLASS::
200 (16d10+112)
regeneration 5 (fire or acid)
Fort +17, Ref +7, Will +12
Immune cold
	SR:25
Weaknesses vulnerability to fire
OFFENSE
	MOVE:Walk,50,Fly,50 ft. (perfect)

	NATURALATTACKS:,Natural.Melee.Weapon,*,
4 Slams +24 (2d8+9)
Ranged icy missile +17 (4d6 cold)
	FACE:10
	REACH:10

	Special Attacks:staggering strikes
Spell-Like Abilities (CL 18th
concentration +22)
Constant-fly, mage armor
At will-darkness, invisibility (self only)
3/day- charm monster (DC 18), cone of cold (DC 19), deep
slumber (DC 17), gaseous form (self only)
1/day-polar ray, solid fog
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 29, Dex 14, Con 25, Int 12, Wis 15, Cha 18
Base Atk +16
CMB +26
CMD 39
Feats Cleave, Combat Reflexes, Dodge, Great Cleave, Mobility,
Power Attack, Spring Attack, Vital Strike
Skills Bluff +23, Disguise +13, Fly +20, Intimidate +23,
Knowledge (arcana) +11, Perception +22, Sense
Motive +13, Spellcraft +8, Stealth +17 (+21
in snow), Use Magic Device +14
Racial
Modifiers +4 Stealth in snow
	AUTO:LANG|Common, Giant
SQ change shape (Medium or
	SIZE:L
	humanoid
alter self
or giant form I)
ECOLOGY
Environment cold mountains
Organization solitary or gang (1 plus 4-16 frost giants)
Treasure standard
SPECIAL ABILITIES
