# CVS $Revision$ $Author$ -- Tue Sep  4 07:13:30 2012 -- reformated by prettylst.pl v1.39 (build 15052)
# All Material Used from this Web Site - http://www.d20pfsrd.com/classes/core-classes/wizard/archetypes/paizo---wizard-archetypes/spellslinger
# ORIGINAL ENTRY: Andrew Maitland (LegacyKing)
# ORIGINAL ENTRY DATE: 2012-02-03

###Block: Alchemist ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ability Name			Unique Key							Category of Ability		Type							Description																																																																																																																																											Source Page
BEASTMORPH				KEY:Alchemist Archetype ~ BEASTMORPH		CATEGORY:Archetype		TYPE:Archetype.AlchemistArchetype.AlchemistSwiftAlchemy.AlchemistPoisonResistance.AlchemistPoisonResistance4.AlchemistPoisonResistance6.AlchemistPoisonImmunity.AlchemistPersistentMutagen		PRECLASS:1,Alchemist=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Alchemist Archetype ~ BEASTMORPH],[!PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistSwiftAlchemy,TYPE.AlchemistPoisonResistance,TYPE.AlchemistPoisonResistance4,TYPE.AlchemistPoisonResistance6,TYPE.AlchemistPoisonImmunity,TYPE.AlchemistPersistentMutagen]	DESC:Beastmorphs study the anatomy of monsters, learning how they achieve their strange powers. They use their knowledge to duplicate these abilities, but at the cost of taking on inhuman shapes when they use mutagens.																																																																																																								SOURCEPAGE:p.24	ABILITY:Special Ability|AUTOMATIC|Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=3	ABILITY:Special Ability|AUTOMATIC|Improved Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=6	ABILITY:Special Ability|AUTOMATIC|Greater Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=10	ABILITY:Special Ability|AUTOMATIC|Grand Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=14	ABILITY:Special Ability|AUTOMATIC|Discoveries ~ Alchemist
#
Battle Fury				KEY:Battle Fury ~ DERVISH DANCER				CATEGORY:Special Ability	TYPE:Supernatural.Archetype.BardArchetype		DESC:At 20th level, the dervish dancer can unleash a whirlwind of blows while performing a battle dance. As a full-round action, he can take a single move action and unleash a single attack at his highest bonus against each target within his reach during any point of his move, up to a maximum number of attacks equal to the dervish dancer's character level. This movement provokes attacks of opportunity as normal, and replaces deadly performance.																																																																																																																																																																																								SOURCEPAGE:p.33

###Block:Cavalier ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# CAVALIER ORDERS
# COMMENT: Need to figure out Cavaliers



####Block:Cleric Archetype ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ability Name		Unique Key						Category of Ability		Type											Description																																																																																																																																																																																																																							Source Page		desc
CRUSADER			KEY:Cleric Archetype ~ CRUSADER		CATEGORY:Archetype		TYPE:Archetype.ClericArchetype	PRECLASS:1,Cleric=1																																																																																																																																																																																																																										SOURCEPAGE:p.40	desc:Crusaders serve the militant arm of a church, ready to stand guard over the religion's holy places and to be its swift, avenging arm against those who resist its truth.	ABILITY:Special Ability|AUTOMATIC|Diminished Spellcasting ~ CRUSADER|PRECLASS:1,Cleric=1	ABILITY:Special Ability|AUTOMATIC|Bonus Feat ~ CRUSADER|PRECLASS:1,Cleric=1	ABILITY:Special Ability|AUTOMATIC|Legion's Blessing ~ CRUSADER|PRECLASS:1,Cleric=8
#		PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Cleric Archetype ~ CRUSADER],[!PREABILITY:1,CATEGORY=Archetype,TYPE.Clericx]

Diminished Spellcasting	KEY:Diminished Spellcasting ~ CRUSADER	CATEGORY:Special Ability	TYPE:Archetype.ClericArchetype					DESC:A crusader chooses only one domain and gains one fewer spell of each level than normal. If this reduces the number to 0, she may cast spells of that level only if they are domain spells or if her Wisdom allows bonus spells of that level.																																																																																																																																																																																SOURCEPAGE:p.40
Bonus Feat			KEY:Bonus Feat ~ CRUSADER			CATEGORY:Special Ability	TYPE:Archetype.ClericArchetype					DESC:A crusader gains a bonus feat at 1st level, then again at 5th level and every five levels thereafter (to a maximum of six at 20th level). These bonus feats must be chosen from the following list - Heavy Armor Proficiency, Improved Shield Bash, Martial Weapon Proficiency, Saving Shield, Shield Focus, Tower Shield Proficiency, and Weapon Focus*. At 10th level, a crusader may also choose from the following feats - Exotic Weapon Proficiency, Greater Shield Focus, Greater Weapon Focus*, Improved Critical*, Shield Slam, Shield Specialization, and Weapon Specialization*. At 20th level, a crusader may also choose from the following feats - Greater Shield Specialization and Greater Weapon Specialization*. Bonus feats marked with an asterisk (*) must be applied to the favored weapon of the crusader's deity. A crusader need not meet the normal class- or level-based prerequisites for these bonus feats.																																																																	SOURCEPAGE:p.40
Legion's Blessing		KEY:Legion's Blessing ~ CRUSADER		CATEGORY:Special Ability	TYPE:Supernatural.Archetype.ClericArchetype		DESC:At 8th level, a crusader gains the ability to confer beneficial spells quickly to a large group of allies. As a full-round action, the crusader may confer the effects of a single harmless spell with a range of touch to a number of creatures equal to half her cleric level. The spell's range remains touch, so all intended recipients must be within the crusader's reach when the spell is cast. Using the legion's blessing expends the prepared spell, but it also requires the crusader to sacrifice another prepared spell three levels higher, as when spontaneously using a cure or inflict spell. The higher-level spell is not cast but is simply lost, its magical energy used to power the legion's blessing.																																																																																																		SOURCEPAGE:p.40


# <COMPLETED - DIVINE STRATEGIST>			KEY:Cleric Archetype ~	SOURCEPAGE:p.40	TYPE:Archetype.ClericArchetype	CATEGORY:Archetype	desc:The divine strategist leads the armies of the faithful, not from the front lines but through her clever strategy and tactical acumen.
# <COMPLETED - EVANGELIST	>			KEY:Cleric Archetype ~	SOURCEPAGE:p.40	TYPE:Archetype.ClericArchetype	CATEGORY:Archetype	desc:The evangelist is the voice of her religion in the world. Where others nurture the faith among believers, an evangelist proclaims the coming glory of her deific patron and issues the clarion call to all around to heed the truth, or obey the call to war and crusade against the enemies of the church.
Divine Strategist				KEY:Cleric Archetype ~ Divine Strategist		CATEGORY:Archetype		TYPE:Archetype.ClericArchetype.ClericDomains																															PRECLASS:1,Cleric=1							PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Cleric Archetype ~ Evangelist],[!PREABILITY:1,CATEGORY=Archetype,TYPE.ClericDomains]																																										DESC:The divine strategist leads the armies of the faithful, not from the front lines but through her clever strategy and tactical acumen.																																																																																																																																																																																																																																																																																																																																																																															ABILITY:Special Ability|AUTOMATIC|Domains ~ Divine Strategist|PRECLASS:1,Cleric=1	ABILITY:Special Ability|AUTOMATIC|Master Tactician ~ Divine Strategist|PRECLASS:1,Cleric=1	ABILITY:Special Ability|AUTOMATIC|Tactical Expertise ~ Divine Strategist|PRECLASS:1,Cleric=8																																																																																																																																																																																																																																																																																																																																																																				COST:0	SOURCEPAGE:p.40	SOURCEPAGE:p.32

# Divine Strategist Abilities
Domains					KEY:Domains ~ Divine Strategist			CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:A divine strategist gains only a single domain.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						BONUS:DOMAIN|NUMBER|-1																																																																																																																																																																																								SOURCEPAGE:p.40
Master Tactician				KEY:Master Tactician ~ Divine Strategist		CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:A divine strategist can use the aid another action to assist another divine spellcaster, granting a +%1 circumstance bonus on caster level checks and concentration checks until the beginning of the divine strategist's next turn. The allied caster must remain adjacent to the divine strategist to gain this benefit. Caster support can be used to assist arcane spellcasters or characters using magical items, but they gain only half the normal bonus.|2+classlevel("Cleric")/4	SOURCEPAGE:p.40
Tactical Expertise			KEY:Tactical Expertise ~ Divine Strategist	CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:A divine strategist knows how to take best advantage of tactical opportunities. Whenever she is flanking or makes an attack of opportunity, she may add her Intelligence bonus (if any) as a bonus on the attack roll. In addition, %1 times per day as a swift action she may add her Intelligence modifier as a bonus on any single d20 roll made as part of a readied action.|1+(MAX(0,classlevel("Cleric")-8)/2)																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.40

# Source - http://paizo.com/pathfinderRPG/prd/ultimateCombat/classArchetypes/cleric.html
Evangelist					KEY:Cleric Archetype ~ Evangelist			CATEGORY:Archetype		TYPE:Archetype.ClericArchetype.ClericDomains.ClericArmorProficiency.ClericSpontaneousCasting.ClericChannelEnergy																				PRECLASS:1,Cleric=1							PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Cleric Archetype ~ Evangelist],[!PREABILITY:1,CATEGORY=Archetype,TYPE.ClericDomains,TYPE.ClericArmorProficiency,TYPE.ClericSpontaneousCasting,TYPE.ClericChannelEnergy]																												DESC:The evangelist is the voice of her religion in the world. Where others nurture the faith among believers, an evangelist proclaims the coming glory of her deific patron and issues the clarion call to all around to heed the truth, or obey the call to war and crusade against the enemies of the church.																																																																																																																																																																																																																																																																																																																																																				ABILITY:Special Ability|AUTOMATIC|Single-Minded ~ Evangelist|PRECLASS:1,Cleric=1	ABILITY:Special Ability|AUTOMATIC|Public Speaker ~ Evangelist|PRECLASS:1,Cleric=1	ABILITY:Special Ability|AUTOMATIC|Sermonic Performance ~ Evangelist|PRECLASS:1,Cleric=1	ABILITY:Special Ability|AUTOMATIC|Spontaneous Casting ~ Evangelist|PRECLASS:1,Cleric=1																																																																																																																																																																																																																																																																																																																																																								COST:0	SOURCEPAGE:p.40	SOURCEPAGE:p.32

# Evangelist Abilities
# TODO: Sermonic Performance should not stack with Bardic Performance, but this is the easiest way to get this in and get it to work with feats, et al. The rules only mention the number of dice stalling. It says nothing about the Channel DC.
# TODO: Tongues should become a 3rd level spell. It now only shows up as a 4th level spell.
Single-Minded				KEY:Single-Minded ~ Evangelist			CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:An evangelist focuses her skills and learning on proclamation rather than the fine details of the church’s deeper mysteries or martial training. Thus, she may select only one domain and does not gain medium armor proficiency or shield proficiency.																																																																																																																																																																																																																																																																																																																																													AUTO:FEAT|Armor Proficiency (Light)																																																																																																																																																																																																																																		BONUS:DOMAIN|NUMBER|-1																																																																																																																																																																																								SOURCEPAGE:p.40
Public Speaker				KEY:Public Speaker ~ Evangelist			CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:An evangelist gains Perform as a class skill. In addition, she is trained to project her voice with great skill and effect; the DC to hear her speak in difficult conditions is reduced by %1.|MAX(classlevel("Cleric") + CHA,0)																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													CSKILL:TYPE.Perform			SOURCEPAGE:p.40
Sermonic Performance			KEY:Sermonic Performance ~ Evangelist		CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:An evangelist gains the ability to deliver a select number of supernatural and spell-like performances through the force and power of her divinely inspired preaching and exhortation. This ability is similar in all respects to bardic performance as used by a bard of the same level (including interactions with feats, spells, and prestige classes), using Perform (oratory) as the evangelist’s performance skill. However, an evangelist gains only the following types of  bardic performance: countersong, fascinate, and inspire courage at 1st level; inspire greatness at 9th level; and inspire heroics at 15th level. Sermonic performance replaces the 1st-, 9th-, and 15th-level channel energy abilities. This caps the cleric’s channel energy damage at 7d6 points.																																																																																																																																																																																																																																																																						ABILITY:Special Ability|AUTOMATIC|Bardic Performance	ABILITY:Special Ability|AUTOMATIC|Channel Energy|PRECLASS:1,Cleric=3																																																																																																																																																																																																																						BONUS:VAR|ClericChannelPositiveEnergyDice|-1|PREABILITY:1,CATEGORY=Special Ability,Channel Positive Energy ~ Cleric|PRECLASS:1,Cleric=1	BONUS:VAR|ClericChannelNegativeEnergyDice|-1|PREABILITY:1,CATEGORY=Special Ability,Channel Negative Energy ~ Cleric|PRECLASS:1,Cleric=1	BONUS:VAR|ClericChannelPositiveEnergyDice|-1|PREABILITY:1,CATEGORY=Special Ability,Channel Positive Energy ~ Cleric|PRECLASS:1,Cleric=9	BONUS:VAR|ClericChannelNegativeEnergyDice|-1|PREABILITY:1,CATEGORY=Special Ability,Channel Negative Energy ~ Cleric|PRECLASS:1,Cleric=9	BONUS:VAR|ClericChannelPositiveEnergyDice|-1|PREABILITY:1,CATEGORY=Special Ability,Channel Positive Energy ~ Cleric|PRECLASS:1,Cleric=15	BONUS:VAR|ClericChannelNegativeEnergyDice|-1|PREABILITY:1,CATEGORY=Special Ability,Channel Negative Energy ~ Cleric|PRECLASS:1,Cleric=15	BONUS:VAR|BardicPerformanceLVL|classlevel("Cleric")																							SOURCEPAGE:p.40
Spontaneous Casting			KEY:Spontaneous Casting ~ Evangelist		CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:An evangelist does not gain the ability to spontaneously cast cure or inflict spells by sacrificing prepared spells. However, an evangelist can spontaneously cast command (1st), enthrall (2nd), tongues (3rd), suggestion (4th), greater command (5th), geas/quest (6th), mass suggestion (7th), sympathy (8th) and demand (9th) as a spell of listed level by sacrificing a prepared spell of the same level or higher.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				SOURCEPAGE:p.40													SPELLLEVEL:CLASS|Cleric=1|Command|Cleric=2|Enthrall|Cleric=3|Tongues|Cleric=4|Suggestion|Cleric=5|Command (Greater)|Cleric=6|Geas/Quest|Cleric=7|Suggestion (Mass)|Cleric=8|Sympathy|Cleric=9|Demand

MERCIFUL HEALER		KEY:Cleric Archetype ~ MERCIFUL HEALER	CATEGORY:Archetype		TYPE:Archetype.ClericArchetype.ClericDomains		PRECLASS:1,Cleric=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Cleric Archetype ~ ],[!PREABILITY:1,CATEGORY=Archetype,TYPE.ClericDomains]	DESC:The merciful healer is a master of battlefield revivification, sustaining and restoring allies to keep them in the fight.																																																																																																																																																																																																			SOURCEPAGE:p.41	ABILITY:Special Ability|AUTOMATIC|Willing Healer ~ MERCIFUL HEALER|PRECLASS:1,Cleric=1	ABILITY:Special Ability|AUTOMATIC|Channel Energy ~ MERCIFUL HEALER|PRECLASS:1,Cleric=1	ABILITY:Special Ability|AUTOMATIC|Combat Medic ~ MERCIFUL HEALER|PRECLASS:1,Cleric=1	ABILITY:Special Ability|AUTOMATIC|Merciful Healing ~ MERCIFUL HEALER|PRECLASS:1,Cleric=2	ABILITY:Special Ability|AUTOMATIC|True Healer ~ MERCIFUL HEALER|PRECLASS:1,Cleric=8
#
Willing Healer		KEY:Willing Healer ~ MERCIFUL HEALER	CATEGORY:Special Ability	TYPE:Archetype.ClericArchetype					DESC:A merciful healer must choose the Healing domain. She does not gain a second domain. If the cleric worships a deity, that deity must be one that grants the Healing domain. A merciful healer must channel positive energy.																																																																																																																																																																																			SOURCEPAGE:p.41
Channel Energy		KEY:Channel Energy ~ MERCIFUL HEALER	CATEGORY:Special Ability	TYPE:Supernatural.Archetype.ClericArchetype		DESC:As the cleric ability, save that a merciful healer must channel positive energy, and when she does, she cannot choose to target undead. This ability is otherwise identical to the cleric ability of the same name.																																																																																																																																																																																				SOURCEPAGE:p.41
Combat Medic		KEY:Combat Medic ~ MERCIFUL HEALER		CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.ClericArchetype	DESC:A merciful healer does not provoke attacks of opportunity when using the Heal skill to stabilize another creature or casting healing spells.																																																																																																																																																																																																SOURCEPAGE:p.41
Merciful Healing		KEY:Merciful Healing ~ MERCIFUL HEALER	CATEGORY:Special Ability	TYPE:Supernatural.Archetype.ClericArchetype		DESC:At 3rd level, a merciful healer can channel positive energy to relieve one or more harmful conditions. The merciful healer chooses one of the following harmful conditions at 3rd level - fatigued, shaken, or sickened. When the merciful healer channels energy she can remove the chosen condition from one living creature that she heals within her channel energy burst. At 6th level, she can choose another condition. It can be one of those she didn't choose at 3rd level, or one of the following conditions - dazed, diseased, or staggered. She can remove the selected condition or the one she chose at 3rd level from up to two creatures within her channel energy burst. She gains another condition at 9th level, and can choose an above condition or one of the following conditions - cursed, exhausted, frightened, nauseated, or poisoned. She can remove that condition, or a condition she previously chose, from one or two creatures within the burst. Finally, at 12th level, she can choose a lowerlevel condition or one of the following conditions - blinded, deafened, paralyzed, or stunned. She can remove that condition or one she previously chose from one, two, or three creatures within her channel energy burst. Feats and effects that affect a paladin's mercy also affect this ability.	SOURCEPAGE:p.41
True Healer			KEY:True Healer ~ MERCIFUL HEALER		CATEGORY:Special Ability	TYPE:Supernatural.Archetype.ClericArchetype		DESC:At 8th level, when a merciful healer channels holy energy, she can choose to apply the benefits of merciful healing or to reroll any 1s when determining how much damage she heals with the holy energy. She must choose which benefit to take before she rolls to see how much damage she heals.																																																																																																																																																																							SOURCEPAGE:p.41

###Block:Druid Archetype ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ability Name		Unique Key						Category of Ability		Type											Description																																																																																																																																																																Source Page
APE SHAMAN			KEY:Druid Archetype ~ APE SHAMAN		CATEGORY:Archetype		TYPE:Archetype.DruidArchetype.DruidThousandFaces.DruidVenomImmunity		PRECLASS:1,Druid=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Druid Archetype ~ ],[!PREABILITY:1,CATEGORY=Archetype,TYPE.DruidThousandFaces,TYPE.DruidVenomImmunity]	DESC:A shaman with this totem calls upon the mighty ape, a peaceful but powerful simian whose strength is beyond compare. An ape shaman is a friendly protector of the forest, but will crush those enemies who rouse her anger.																																																																																																																												SOURCEPAGE:p.42	ABILITY:Special Ability|AUTOMATIC|Nature Bond ~ APE SHAMAN|PRECLASS:1,Druid=1	ABILITY:Special Ability|AUTOMATIC|Wild Empathy ~ APE SHAMAN|PRECLASS:1,Druid=1	ABILITY:Special Ability|AUTOMATIC|Totem Transformation ~ APE SHAMAN|PRECLASS:1,Druid=2	ABILITY:Special Ability|AUTOMATIC|Totemic Summons ~ APE SHAMAN|PRECLASS:1,Druid=5	ABILITY:Special Ability|AUTOMATIC|Wild Shape ~ APE SHAMAN|PRECLASS:1,Druid=6
#
Nature Bond			KEY:Nature Bond ~ APE SHAMAN			CATEGORY:Special Ability	TYPE:Archetype.DruidArchetype					DESC:An ape shaman who chooses an animal companion must select an ape or related primate. If choosing a domain, the ape shaman must choose from the Animal, Community (Family subdomain), Destruction (Rage subdomain), and Strength domains.																																																																																																																										SOURCEPAGE:p.42
Wild Empathy		KEY:Wild Empathy ~ APE SHAMAN			CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.DruidArchetype	DESC:An ape shaman can use wild empathy with apes and other primates as a full-round action with a +4 bonus.																																																																																																																																															SOURCEPAGE:p.42
Totem Transformation	KEY:Totem Transformation ~ APE SHAMAN	CATEGORY:Special Ability	TYPE:Supernatural.Archetype.DruidArchetype		DESC:At 2nd level, an ape shaman may adopt an aspect of the ape while retaining her normal form. The druid gains one of the following sets of bonuses and abilities - movement (climb speed 20 ft., +4 racial bonus on Climb checks), senses (low-light vision, scent), natural weapons (2 slams [1d6 for a Medium shaman], +2 on combat maneuver checks to grapple), or toughness (+2 natural armor bonus to AC, Endurance feat). While using totem transformation, the ape shaman may speak normally and can cast speak with animals (primates only) at will. Using this ability is a standard action at 2nd level, a move action at 7th level, and a swift action at 12th level. The ape shaman can use this ability for a number of minutes per day equal to her druid level. These minutes do not need to be consecutive, but they must be used in 1-minute increments. This is a polymorph effect and cannot be used while the druid is using another polymorph effect, such as wild shape.	SOURCEPAGE:p.42
Totemic Summons		KEY:Totemic Summons ~ APE SHAMAN		CATEGORY:Special Ability	TYPE:Supernatural.Archetype.DruidArchetype		DESC:At 5th level, an ape shaman may cast summon nature's ally as a standard action when summoning primates, and these summoned creatures gain temporary hit points equal to her druid level. She can apply the young template to any primate to reduce the level of the summoning spell required by one. She can also increase the level of summoning required by one in order to apply either the advanced or the giant template, or increase it by two to apply both the advanced and giant templates. This ability replaces a thousand faces.																																																																									SOURCEPAGE:p.42
Wild Shape			KEY:Wild Shape ~ APE SHAMAN			CATEGORY:Special Ability	TYPE:Supernatural.Archetype.DruidArchetype		DESC:At 6th level, an ape shaman's wild shape ability functions at her druid level -2. If she takes on the form of an ape, she instead uses her druid level +2. Bonus Feat - At 9th level and every four levels thereafter, an ape shaman gains one of the following bonus feats: Diehard, Endurance, Great Fortitude, Improved Bull Rush, and Toughness. She must meet the prerequisites for these bonus feats. This ability replaces venom immunity.																																																																																								SOURCEPAGE:p.42

BAT SHAMAN			KEY:Druid Archetype ~ BAT SHAMAN		CATEGORY:Archetype		TYPE:Archetype.DruidArchetype.DruidThousandFaces.DruidVenomImmunity	PRECLASS:1,Druid=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Druid Archetype ~ BAT SHAMAN],[!PREABILITY:1,CATEGORY=Archetype,TYPE.DruidVenomImmunity,TYPE.DruidThousandFaces]	DESC:The bat shaman's totem is the agile bat, flitting and turning with incredible speed through even the most convoluted mazes. Her enemies do not know when she will appear, and when she does, she strikes fast and hard before disappearing into the night.																																																																																																																							SOURCEPAGE:p.42	ABILITY:Special Ability|AUTOMATIC|Nature Bond ~ BAT SHAMAN|PRECLASS:1,Druid=1	ABILITY:Special Ability|AUTOMATIC|Wild Empathy ~ BAT SHAMAN|PRECLASS:1,Druid=1	ABILITY:Special Ability|AUTOMATIC|Totem Transformation ~ BAT SHAMAN|PRECLASS:1,Druid=2	ABILITY:Special Ability|AUTOMATIC|Totemic Summons ~ BAT SHAMAN|PRECLASS:1,Druid=5	ABILITY:Special Ability|AUTOMATIC|Wild Shape ~ BAT SHAMAN|PRECLASS:1,Druid=6	ABILITY:Special Ability|AUTOMATIC|Bonus Feat ~ BAT SHAMAN|PRECLASS:1,Druid=9
#	
Nature Bond			KEY:Nature Bond ~ BAT SHAMAN			CATEGORY:Special Ability	TYPE:Archetype.DruidArchetype					DESC:A bat shaman who chooses an animal companion must select a bat. If choosing a domain, the bat shaman must choose from Air, Animal, Darkness (Night subdomain), and Trickery (Deception subdomain).																																																																																																																																SOURCEPAGE:p.42
Wild Empathy		KEY:Wild Empathy ~ BAT SHAMAN			CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.DruidArchetype	DESC:A bat shaman can use wild empathy with bats as a full-round action with a +4 bonus.																																																																																																																																																			SOURCEPAGE:p.42
Totem Transformation	KEY:Totem Transformation ~ BAT SHAMAN	CATEGORY:Special Ability	TYPE:Supernatural.Archetype.DruidArchetype		DESC:At 2nd level, a bat shaman may adopt an aspect of the bat while retaining her normal form. This ability functions as the ape shaman ability, but the druid may select from the following sets of bonuses and abilities - movement (fly speed 30 ft. [average]; the druid must be at least 5th level to select this bonus), natural weapons (bite [1d4 for a Medium shaman]), or senses (blindsense 20 ft.). While using totem transformation, the bat shaman may speak normally and can cast speak with animals (mammals only) at will.																																																																										SOURCEPAGE:p.42
Totemic Summons		KEY:Totemic Summons ~ BAT SHAMAN		CATEGORY:Special Ability	TYPE:Supernatural.Archetype.DruidArchetype		DESC:At 5th level, a bat shaman may cast summon nature's ally as a standard action when summoning bats, and these summoned creatures gain temporary hit points equal to her druid level. This ability otherwise functions as the ape shaman ability.																																																																																																																									SOURCEPAGE:p.42
Wild Shape			KEY:Wild Shape ~ BAT SHAMAN			CATEGORY:Special Ability	TYPE:Supernatural.Archetype.DruidArchetype		DESC:At 6th level, a bat shaman's wild shape ability functions at her druid level -2. If she takes on the form of a bat, she instead uses her druid level + 2.																																																																																																																																							SOURCEPAGE:p.42
Bonus Feat			KEY:Bonus Feat ~ BAT SHAMAN			CATEGORY:Special Ability	TYPE:Archetype.DruidArchetype					DESC:At 9th level and every four levels thereafter, a bat shaman gains one of the following bonus feats: Acrobatic, Agile Maneuvers, Improved Initiative, Lightning Reflexes, or Skill Focus (Perception). She must meet the prerequisites for these bonus feats. This ability replaces venom immunity.																																																																																																																SOURCEPAGE:p.42

BOAR SHAMAN			KEY:Druid Archetype ~ BOAR SHAMAN		CATEGORY:Archetype		TYPE:Archetype.DruidArchetype.DruidThousandFaces.DruidVenomImmunity	PRECLASS:1,Druid=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Druid Archetype ~ BOAR SHAMAN],[!PREABILITY:1,CATEGORY=Archetype,TYPE.DruidVenomImmunity,TYPE.DruidThousandFaces]	DESC:A boar shaman chooses the stolid and ferocious boar as her totem. Content to be left alone, she becomes one of the most dangerous creatures of the wild when provoked.																																																																																																																																					SOURCEPAGE:p.43	ABILITY:Special Ability|AUTOMATIC|Nature Bond ~ BOAR SHAMAN|PRECLASS:1,Druid=1	ABILITY:Special Ability|AUTOMATIC|Wild Empathy ~ BOAR SHAMAN|PRECLASS:1,Druid=1	ABILITY:Special Ability|AUTOMATIC|Totem Transformation ~ BOAR SHAMAN|PRECLASS:1,Druid=2	ABILITY:Special Ability|AUTOMATIC|Totemic Summons ~ BOAR SHAMAN|PRECLASS:1,Druid=5	ABILITY:Special Ability|AUTOMATIC|Wild Shape ~ BOAR SHAMAN|PRECLASS:1,Druid=6	ABILITY:Special Ability|AUTOMATIC|Bonus Feat ~ BOAR SHAMAN|PRECLASS:1,Druid=9
#	
Nature Bond			KEY:Nature Bond ~ BOAR SHAMAN			CATEGORY:Special Ability	TYPE:Archetype.DruidArchetype					DESC:A boar shaman who chooses an animal companion must select a boar. If choosing a domain, the boar shaman must choose from the Animal, Destruction (Rage), Protection, and Strength domains.																																																																																																																																		SOURCEPAGE:p.43
Wild Empathy		KEY:Wild Empathy ~ BOAR SHAMAN		CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.DruidArchetype	DESC:A boar shaman can use wild empathy with porcine creatures as a full-round action with a +4 bonus.																																																																																																																																																SOURCEPAGE:p.43
Totem Transformation	KEY:Totem Transformation ~ BOAR SHAMAN	CATEGORY:Special Ability	TYPE:Supernatural.Archetype.DruidArchetype		DESC:At 2nd level, a boar shaman may adopt an aspect of the boar while retaining her normal form. This ability functions as the ape shaman ability, but the druid may select from the following sets of bonuses and abilities - movement (+10 enhancement bonus to land speed), senses (low-light vision, scent), natural weapons (gore [1d8 for a Medium druid], +2 on combat maneuver checks to overrun), or toughness (+2 natural armor bonus to AC, Endurance feat). While using totem transformation, the boar shaman may speak normally and can cast speak with animals (boars and related animals only) at will.																																																														SOURCEPAGE:p.43
Totemic Summons		KEY:Totemic Summons ~ BOAR SHAMAN		CATEGORY:Special Ability	TYPE:Supernatural.Archetype.DruidArchetype		DESC:At 5th level, a boar shaman may cast summon nature's ally as a standard action when summoning boars or other porcine creatures, and these summoned creatures gain temporary hit points equal to her druid level. This ability otherwise functions as the ape shaman ability.																																																																																																																				SOURCEPAGE:p.43
Wild Shape			KEY:Wild Shape ~ BOAR SHAMAN			CATEGORY:Special Ability	TYPE:Supernatural.Archetype.DruidArchetype		DESC:At 6th level, a boar shaman's wild shape ability functions at her druid level -2. If she takes on the form of a boar, she instead uses her druid level +2.																																																																																																																																							SOURCEPAGE:p.43
Bonus Feat			KEY:Bonus Feat ~ BOAR SHAMAN			CATEGORY:Special Ability	TYPE:Archetype.DruidArchetype					DESC:At 9th level and every four levels thereafter, a boar shaman gains one of the following bonus feats: Bleeding Critical, Blind-Fight, Diehard, or Improved Overrun. She must meet the prerequisites for these bonus feats. This ability replaces venom immunity.																																																																																																																						SOURCEPAGE:p.43

